5.033330, 0.068500, 0.081097, 0.914610, 1.259137, 0.647093, 1.766881, 0.050781, 0.761152, 0.745487, 0.321178, 1.776913, 0.621892, 0.259082, 2.079937, 0.788137, 0.058157, 2.932496, 2.605941, 3.765005, 0.031884, 0.416477, 0.831456, 2.821638, 2.411885, 2.342596, 1.161169, 3.249020, 3.735502, 2.602409, 1.917122, 0.020109, 1.339996, 0.347611, 1.827565, 2.898864, 2.808811, 1.201999, 0.045828, 0.830299, 0.529789, 0.444863, 4.455673, 0.301710, 0.700057, 3.139284, 1.815730, 0.194340, 3.476394, 2.809796, 2.371465, 3.566234, 1.275165, 0.370796, 1.682149, 3.333083, 1.592043, 0.091315, 1.237186, 0.617655
10.066688, 0.094503, 0.081097, 0.914610, 1.259137, 0.647321, 1.766881, 0.070828, 0.761152, 0.745487, 1.157865, 2.529445, 0.621892, 0.062914, 2.390276, 0.788136, 0.098052, 2.942905, 2.649817, 3.765005, 0.294665, 0.789696, 0.831456, 2.821638, 2.414848, 2.247835, 3.442245, 4.065374, 3.751345, 2.602409, 2.212713, 1.018870, 1.339988, 0.347611, 2.267663, 2.898864, 2.809647, 1.201999, 0.045828, 2.700891, 0.529789, 0.444863, 4.455673, 0.622165, 0.700057, 3.139349, 2.055024, 0.261930, 3.476394, 2.780272, 2.371465, 3.475919, 1.275165, 0.370796, 1.676783, 3.341681, 1.592043, 0.155579, 1.363756, 0.617683
15.100088, 0.094562, 0.072843, 0.914607, 1.520382, 0.647321, 1.766881, 0.070828, 0.761152, 0.745487, 1.263701, 2.529445, 0.621892, 0.083298, 2.638420, 0.788136, 0.098052, 2.942905, 2.649817, 3.765005, 0.294665, 2.989950, 0.831456, 2.821638, 2.414848, 2.247835, 3.826166, 5.625915, 3.751346, 2.602409, 2.287438, 1.981429, 1.339988, 0.347611, 2.158664, 2.898864, 2.809647, 1.201999, 0.045828, 2.698146, 0.542016, 0.531982, 5.612956, 0.622239, 0.700057, 3.192875, 2.105386, 0.262161, 3.476394, 2.780272, 2.371465, 3.475919, 1.275165, 0.370796, 1.655109, 3.342982, 1.510106, 1.614448, 1.363756, 0.617683
20.133369, 0.094562, 0.072843, 0.914607, 1.520382, 0.647321, 1.766881, 0.070828, 0.925707, 0.745487, 1.263701, 2.516318, 0.621892, 0.083298, 2.638077, 0.788136, 0.098052, 2.942905, 2.649817, 3.765005, 0.294665, 4.432070, 0.831456, 2.821638, 2.414848, 2.247835, 3.888528, 5.626513, 5.209260, 2.602409, 2.258925, 1.981419, 1.339816, 0.347611, 2.121587, 2.898864, 2.809647, 1.856418, 0.045828, 2.698145, 0.542016, 0.548660, 5.612285, 0.622239, 0.700057, 3.192875, 2.105386, 0.262161, 2.360838, 2.780272, 2.371465, 3.475919, 1.275165, 0.370796, 1.651428, 3.327029, 1.510106, 1.613472, 1.363756, 0.617683
25.166626, 0.094562, 0.072843, 0.914607, 1.520382, 0.647321, 1.766881, 0.099259, 0.925707, 0.745487, 1.263701, 2.606292, 0.621892, 0.083298, 2.638077, 0.788136, 0.098052, 2.942905, 2.649817, 3.765005, 0.294665, 4.556151, 0.831456, 2.821638, 2.414848, 2.247835, 3.950920, 5.626509, 5.209308, 2.602409, 2.361716, 1.981419, 1.339783, 0.347611, 2.121587, 2.898864, 2.809647, 1.856418, 0.152013, 2.698145, 0.542016, 0.548660, 5.612285, 0.622239, 0.700057, 3.192875, 2.172540, 0.262161, 1.741393, 2.780272, 2.371465, 3.401282, 1.275165, 0.370796, 1.630637, 3.327029, 1.510106, 1.613472, 1.363756, 0.617683
30.199883, 0.094562, 0.072843, 0.914607, 1.520382, 0.647321, 1.766881, 0.414020, 0.925707, 0.745487, 1.263701, 2.606292, 0.621892, 0.083298, 2.634003, 0.843318, 0.098052, 2.942905, 2.621838, 3.765005, 0.294665, 4.556151, 0.831456, 2.821638, 2.408614, 2.247835, 3.894970, 5.626509, 5.209308, 2.602409, 2.487783, 2.012864, 1.339783, 0.347611, 2.197146, 2.898864, 2.809647, 1.867406, 0.152070, 2.698145, 0.542016, 0.548660, 5.612285, 0.622239, 0.700057, 3.192875, 2.172540, 0.262161, 1.651996, 2.780272, 2.401566, 3.401282, 1.275165, 0.370796, 1.624956, 3.327029, 1.510106, 1.613472, 1.363756, 0.617683
35.233139, 0.094562, 0.072843, 0.914607, 1.520382, 0.647321, 1.766881, 0.550493, 0.925707, 0.745487, 1.263701, 2.606292, 0.621892, 0.083298, 2.622277, 0.843318, 0.098052, 2.942905, 2.621838, 3.765005, 0.294665, 4.556151, 0.759868, 2.821638, 2.408614, 2.247835, 3.894604, 5.650105, 5.124084, 2.602409, 2.491085, 2.008198, 1.339783, 0.347611, 2.307428, 2.898864, 2.809647, 1.867406, 0.152070, 2.701402, 0.542016, 0.548660, 5.592771, 0.622239, 0.700057, 3.192875, 2.172540, 0.262161, 1.651985, 2.780272, 2.401566, 3.401282, 1.275165, 0.370796, 1.622957, 3.327029, 1.510106, 1.613472, 1.363756, 0.617683
40.266396, 0.094562, 0.072843, 0.914607, 1.520382, 0.643001, 1.766881, 0.639161, 0.925707, 0.745487, 1.263701, 2.606292, 0.621892, 0.083298, 2.614110, 0.843318, 0.098052, 2.942905, 2.621838, 3.765005, 0.294665, 4.556151, 0.691122, 2.821638, 2.408614, 2.247835, 3.894604, 5.632368, 4.970584, 2.602409, 2.505042, 2.008198, 1.339783, 0.347611, 2.307428, 2.898864, 2.809647, 1.867406, 0.152070, 2.706658, 0.542016, 0.548660, 5.575240, 0.622239, 0.093695, 3.192875, 2.172540, 0.262161, 1.657027, 2.780272, 2.401566, 3.401282, 1.275165, 0.370796, 1.622899, 3.327029, 1.510106, 1.613472, 1.363756, 0.617683
45.299652, 0.094562, 0.072843, 0.914607, 1.520382, 0.643001, 1.766881, 0.261403, 0.925707, 0.745487, 1.263701, 2.606292, 0.621892, 0.083298, 2.611139, 0.843318, 0.160734, 2.942905, 2.621838, 3.765005, 0.294665, 4.556151, 0.691122, 2.821638, 2.408614, 2.247835, 3.894604, 5.628695, 4.930311, 2.602409, 2.526603, 2.008198, 1.339783, 0.347611, 2.307428, 2.898864, 2.809647, 1.867406, 0.152070, 2.706658, 0.542016, 0.548660, 5.566514, 0.622239, 0.900908, 3.192875, 2.172540, 0.262161, 1.671903, 2.780272, 2.401566, 3.401282, 1.275165, 0.370796, 1.622896, 3.327029, 1.510106, 1.613472, 1.363756, 0.617683
50.332909, 0.094562, 0.072843, 0.914607, 1.520382, 0.643001, 1.766881, 0.137216, 0.925707, 0.745487, 1.263701, 2.606292, 0.621892, 0.083298, 2.610967, 0.843318, 0.160734, 2.942905, 2.621838, 3.765005, 0.294665, 4.541609, 0.691122, 2.821638, 2.710009, 2.247835, 3.894604, 5.602806, 4.819399, 2.602409, 2.526481, 2.008198, 1.339783, 0.347611, 2.372103, 2.898864, 2.809647, 1.867406, 0.152070, 2.706658, 0.542016, 0.548660, 5.556311, 0.622239, 2.637659, 3.192875, 2.172540, 0.262161, 1.671903, 2.780272, 2.401566, 3.401282, 1.275165, 0.370796, 1.622896, 3.327029, 1.510106, 1.613472, 1.363756, 0.617683
55.366165, 0.094562, 0.085350, 0.914607, 1.520382, 0.643001, 1.766881, 0.137216, 0.925707, 0.745487, 1.263701, 2.606292, 0.621892, 0.083298, 2.610616, 0.843318, 0.160734, 2.942905, 2.621838, 3.765005, 0.294665, 3.538267, 0.691122, 2.821638, 2.719408, 2.247835, 3.894604, 5.625204, 4.721210, 2.602409, 2.526361, 2.008198, 1.339783, 0.347611, 2.371222, 2.898864, 2.809647, 1.867406, 0.152070, 2.706658, 0.542016, 0.548660, 5.556311, 0.622239, 3.014602, 3.192875, 2.172540, 0.262161, 1.671903, 2.780272, 2.401566, 3.401282, 1.275165, 0.370796, 1.622896, 3.327029, 1.510106, 1.613472, 1.363756, 0.617683
60.399422, 0.094562, 0.184335, 0.914607, 1.520382, 0.643001, 1.766881, 0.137216, 0.925707, 0.745487, 1.263701, 2.606292, 0.621892, 0.083298, 2.609217, 0.843318, 0.160734, 2.942905, 2.621838, 3.765005, 0.294665, 3.535702, 0.691122, 2.821638, 2.719408, 2.247835, 3.885181, 5.625204, 4.591268, 2.602409, 2.526307, 2.008198, 1.339783, 0.347611, 2.370727, 2.898864, 2.809647, 1.867406, 0.152070, 2.706658, 0.542016, 0.548660, 5.551208, 0.622239, 3.014334, 3.192875, 2.172540, 0.262161, 1.671903, 2.780272, 2.401566, 3.401282, 1.275165, 0.370796, 1.622896, 3.327029, 1.510106, 1.613472, 1.363756, 0.617683
